time,symbol,open,high,low,close,volume,timestamp
2025-12-28 21:25:00+05:30,BTCUSD,87821.0,87843.0,87788.5,87806.0,26782,2025-12-28 21:25:00+05:30
2025-12-28 21:30:00+05:30,BTCUSD,87806.0,87847.0,87794.5,87846.0,22648,2025-12-28 21:30:00+05:30
2025-12-28 21:35:00+05:30,BTCUSD,87847.0,87886.0,87830.0,87847.5,11799,2025-12-28 21:35:00+05:30
2025-12-28 21:40:00+05:30,BTCUSD,87847.5,87847.5,87820.5,87844.0,9805,2025-12-28 21:40:00+05:30
2025-12-28 21:45:00+05:30,BTCUSD,87843.0,87875.0,87843.0,87863.5,5844,2025-12-28 21:45:00+05:30
2025-12-28 21:50:00+05:30,BTCUSD,87864.0,87867.5,87736.5,87745.5,49670,2025-12-28 21:50:00+05:30
2025-12-28 21:55:00+05:30,BTCUSD,87745.5,87825.0,87711.0,87757.5,49413,2025-12-28 21:55:00+05:30
2025-12-28 22:00:00+05:30,BTCUSD,87756.5,87802.5,87756.5,87797.5,11574,2025-12-28 22:00:00+05:30
2025-12-28 22:05:00+05:30,BTCUSD,87796.5,87816.0,87779.5,87780.5,7440,2025-12-28 22:05:00+05:30
2025-12-28 22:10:00+05:30,BTCUSD,87779.5,87802.5,87773.5,87778.5,7134,2025-12-28 22:10:00+05:30
2025-12-28 22:15:00+05:30,BTCUSD,87778.5,87804.0,87778.5,87804.0,5507,2025-12-28 22:15:00+05:30
2025-12-28 22:20:00+05:30,BTCUSD,87803.0,87811.0,87803.0,87810.0,5546,2025-12-28 22:20:00+05:30
2025-12-28 22:25:00+05:30,BTCUSD,87810.0,87810.0,87783.5,87788.5,4988,2025-12-28 22:25:00+05:30
2025-12-28 22:30:00+05:30,BTCUSD,87788.5,87821.0,87788.5,87821.0,12376,2025-12-28 22:30:00+05:30
2025-12-28 22:35:00+05:30,BTCUSD,87821.0,87833.5,87804.5,87832.5,6517,2025-12-28 22:35:00+05:30
2025-12-28 22:40:00+05:30,BTCUSD,87832.5,87882.5,87832.5,87881.5,17450,2025-12-28 22:40:00+05:30
2025-12-28 22:45:00+05:30,BTCUSD,87881.5,87913.0,87868.5,87868.5,30831,2025-12-28 22:45:00+05:30
2025-12-28 22:50:00+05:30,BTCUSD,87868.5,87899.5,87858.5,87899.5,10803,2025-12-28 22:50:00+05:30
2025-12-28 22:55:00+05:30,BTCUSD,87899.5,87899.5,87864.0,87864.0,6302,2025-12-28 22:55:00+05:30
2025-12-28 23:00:00+05:30,BTCUSD,87865.0,87865.0,87794.0,87794.0,20289,2025-12-28 23:00:00+05:30
2025-12-28 23:05:00+05:30,BTCUSD,87794.0,87812.5,87792.0,87792.0,11412,2025-12-28 23:05:00+05:30
2025-12-28 23:10:00+05:30,BTCUSD,87792.0,87792.0,87791.0,87792.0,4678,2025-12-28 23:10:00+05:30
2025-12-28 23:15:00+05:30,BTCUSD,87791.5,87807.0,87778.5,87790.5,11240,2025-12-28 23:15:00+05:30
2025-12-28 23:20:00+05:30,BTCUSD,87790.0,87790.0,87763.5,87764.5,14187,2025-12-28 23:20:00+05:30
